Email;EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;Framecount;gesture;SessionID;Timestamp
anonymous;2;1;-2;-35;-7;-9;2;1;39805;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1232
anonymous;0;-9;-4;5;6;-7;-6;-1;39805;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1232
anonymous;2;11;-2;34;-3;-29;-1;-2;39822;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1387
anonymous;2;-28;20;-20;0;-1;4;17;39822;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1387
anonymous;-1;-4;-3;-6;-7;44;0;-5;39839;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1536
anonymous;3;-5;17;2;13;-24;0;2;39839;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1536
anonymous;-2;-3;19;-8;41;-12;0;-5;39856;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1686
anonymous;2;-30;-28;-7;-20;0;4;-3;39856;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1686
anonymous;9;17;12;56;4;5;7;4;39873;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1835
anonymous;-8;-18;6;-11;-4;1;-3;-8;39873;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1835
anonymous;2;-4;-12;-54;-18;0;-1;12;39884;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1985
anonymous;-1;-12;3;55;25;-5;-2;-7;39884;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.1985
anonymous;1;17;-25;-18;-15;20;-1;2;39892;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2065
anonymous;-2;-24;-6;27;-18;14;5;2;39892;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2065
anonymous;1;1;-7;-28;3;-9;-1;0;39908;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2204
anonymous;-5;-22;-14;20;6;-18;-6;-6;39908;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2204
anonymous;-1;5;0;-3;2;-16;-6;-7;39925;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2359
anonymous;-1;-14;11;-19;12;-1;2;4;39925;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2359
anonymous;-5;-5;-40;6;-18;-13;-6;-5;39942;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2509
anonymous;-1;13;17;-9;4;-5;-4;-4;39942;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2509
anonymous;-2;-4;-55;-46;-15;-1;3;-7;39951;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2588
anonymous;5;-11;-7;19;22;8;-2;11;39951;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2588
anonymous;-6;7;57;51;-5;2;-3;-3;39967;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2738
anonymous;0;-10;-12;-18;-38;34;3;1;39967;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2738
anonymous;-1;-1;-7;-9;2;-5;-2;0;39975;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2808
anonymous;-5;6;-6;-17;-63;55;3;-4;39975;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2818
anonymous;9;7;14;-2;-26;-10;3;0;39992;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2957
anonymous;-6;-27;-17;8;4;-7;5;5;39992;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.2967
anonymous;-5;4;1;-18;8;-15;-4;-4;40009;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3107
anonymous;1;12;0;16;0;-20;-2;-7;40009;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3107
anonymous;5;7;-10;-40;-27;11;-2;3;40018;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3187
anonymous;-4;0;12;22;36;-3;-2;-11;40018;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3187
anonymous;5;-9;-32;-21;5;-8;5;14;40035;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3332
anonymous;-7;8;-7;-24;-7;-16;-5;-3;40035;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3341
anonymous;0;10;-4;11;15;-8;-1;2;40043;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3411
anonymous;-2;-23;26;6;-5;2;-7;-4;40043;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3411
anonymous;5;14;25;22;-10;32;9;5;40059;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3561
anonymous;-3;-21;11;7;18;-12;-2;-1;40059;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3561
anonymous;-7;-14;-18;9;-17;2;-3;-5;40075;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3710
anonymous;-3;22;-11;-19;-15;-3;-8;-6;40075;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3710
anonymous;5;15;-10;-9;8;1;4;2;40082;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3790
anonymous;-5;-32;-38;3;-12;-31;-5;2;40082;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3790
anonymous;0;5;21;23;53;-4;-4;1;40098;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3940
anonymous;-11;-25;-11;18;-3;-2;-5;-16;40098;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.3940
anonymous;9;-1;16;-13;11;-22;-4;5;40105;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4010
anonymous;2;-6;-1;43;33;2;-2;0;40105;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4010
anonymous;-1;5;2;-3;27;-10;-4;-16;40121;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4159
anonymous;-2;-1;-4;25;-20;-4;-3;9;40121;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4159
anonymous;-2;4;20;6;-15;-13;-2;-4;40137;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4319
anonymous;5;7;8;-15;3;-4;0;-1;40137;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4319
anonymous;-1;2;-45;13;-2;-2;6;5;40150;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4464
anonymous;0;-3;-16;-32;-9;16;-2;-3;40150;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4464
anonymous;-2;8;37;41;2;-7;-5;-3;40164;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4613
anonymous;-1;-20;-10;-25;-3;4;1;3;40164;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4623
anonymous;-2;8;-5;-14;-6;-18;-7;-2;40170;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4683
anonymous;-4;-4;15;44;14;-7;0;-3;40170;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4683
anonymous;0;2;6;-2;33;-25;-2;-8;40184;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4843
anonymous;1;-19;5;-10;-18;8;2;10;40184;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4843
anonymous;-7;2;-2;1;11;-27;-3;8;40198;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4992
anonymous;-4;-28;-1;-39;11;9;-4;-10;40198;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.4992
anonymous;2;-1;5;-13;26;-36;1;7;40211;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5142
anonymous;-1;-7;0;69;11;10;-3;-3;40211;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5142
anonymous;2;-5;-8;-18;-13;-1;0;-1;40217;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5212
anonymous;-2;-14;-4;-18;-46;16;-1;-1;40217;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5212
anonymous;-2;-7;-19;-27;-2;4;-1;-2;40231;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5366
anonymous;-2;-4;3;-13;2;-3;2;-4;40231;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5366
anonymous;5;12;8;27;11;5;0;-2;40239;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5436
anonymous;-7;-10;12;10;-6;1;-6;-3;40239;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5446
anonymous;11;6;10;9;-5;-16;-1;5;40254;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5586
anonymous;-3;-6;-8;3;-12;27;-3;-4;40254;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5586
anonymous;-2;10;11;2;-4;-6;-2;-6;40270;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5735
anonymous;5;-21;-3;-9;-43;32;10;12;40270;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5735
anonymous;-4;4;-13;-2;32;-15;-6;-8;40277;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5815
anonymous;-6;-14;1;-16;-5;-34;-4;-4;40277;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5815
anonymous;1;0;32;18;0;3;-1;1;40292;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5965
anonymous;0;-12;-32;12;-5;11;-4;-2;40292;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.5965
anonymous;-1;10;-16;-40;-18;4;2;-4;40299;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6034
anonymous;0;-1;13;8;4;-7;-2;1;40299;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6034
anonymous;3;-2;4;-7;3;-13;3;2;40313;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6184
anonymous;-5;-16;-23;77;3;13;-6;-4;40313;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6184
anonymous;0;6;20;-13;-15;-7;-1;-1;40335;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6408
anonymous;0;-11;-24;-11;21;11;1;1;40335;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6408
anonymous;-2;8;19;3;-13;3;-3;-5;40342;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6488
anonymous;-1;-21;-10;-35;-17;-2;-1;-2;40342;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6488
anonymous;-4;1;-2;21;-6;3;2;-9;40356;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6633
anonymous;6;-1;-8;-4;17;-7;1;12;40356;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6643
anonymous;3;8;13;17;-5;7;3;-2;40363;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6703
anonymous;-6;-22;-8;-35;-22;-4;-1;-2;40364;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6713
anonymous;4;7;0;-1;7;3;2;-1;40380;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6852
anonymous;-6;-32;-18;-16;3;11;-3;0;40380;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.6862
anonymous;4;14;-8;4;-5;-4;-2;0;40397;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7012
anonymous;-4;-22;-8;17;1;3;0;-2;40397;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7012
anonymous;-2;7;17;57;16;14;0;0;40422;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7261
anonymous;-2;-11;2;-16;-12;-2;-1;-2;40422;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7261
anonymous;-2;0;7;-22;-13;-2;-3;-1;40424;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7311
anonymous;-7;-15;-23;-20;-7;0;-3;-9;40424;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7311
anonymous;1;3;14;67;16;-5;-2;-14;40457;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7615
anonymous;-2;-7;29;-4;5;11;1;7;40457;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7615
anonymous;-4;-21;-28;-10;9;-54;-6;-3;40474;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7765
anonymous;-1;8;-16;-10;-38;52;4;-4;40474;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7765
anonymous;2;2;-2;-27;16;3;0;-3;40482;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7845
anonymous;4;-16;27;31;-14;-1;3;2;40482;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7845
anonymous;-4;3;-8;-19;1;12;-2;-4;40490;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7915
anonymous;-3;-21;-41;-14;10;-25;-4;-2;40490;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7915
anonymous;-2;10;19;15;28;8;-3;-4;40498;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7984
anonymous;-2;-13;11;-8;8;11;-1;2;40498;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.7984
anonymous;-1;12;12;18;-3;-1;-2;-5;40507;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8064
anonymous;3;4;19;-23;-13;-13;-1;13;40507;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8064
anonymous;-2;-1;11;-1;-5;-9;-2;-4;40524;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8214
anonymous;-3;-11;7;-25;-14;5;3;3;40524;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8214
anonymous;4;17;-20;9;64;-32;-4;-9;40550;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8443
anonymous;-2;-5;30;21;-1;-4;-4;-4;40550;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8443
anonymous;0;4;-31;-25;-4;2;-2;4;40557;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8513
anonymous;-8;-10;10;32;6;-4;-8;-8;40557;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8513
anonymous;2;-3;28;15;-13;-20;-2;0;40574;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8663
anonymous;-3;-22;-14;-20;-5;-5;-4;-6;40574;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8663
anonymous;-2;-2;21;3;-3;16;7;2;40590;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8812
anonymous;-1;16;-3;12;38;5;-3;8;40590;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8812
anonymous;5;2;-20;-10;-16;9;2;13;40599;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8882
anonymous;3;17;9;-9;-12;7;0;-2;40599;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8882
anonymous;3;-1;37;9;-10;5;1;-3;40608;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8962
anonymous;-3;-19;-1;-15;-4;-5;0;-7;40608;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.8962
anonymous;2;-2;-29;2;3;-8;0;-3;40616;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9032
anonymous;-5;-12;19;-23;0;-10;-6;0;40616;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9032
anonymous;1;-2;17;14;4;-5;0;-4;40642;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9261
anonymous;-2;-21;20;1;-10;10;1;1;40642;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9261
anonymous;-1;-7;-24;-28;-13;1;-2;-3;40658;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9406
anonymous;3;-6;3;-12;33;-70;-1;3;40658;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9406
anonymous;2;-10;-15;10;-34;58;7;-2;40667;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9496
anonymous;-4;-11;-3;4;8;32;2;2;40667;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9496
anonymous;1;10;42;7;-2;-5;-5;3;40684;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9635
anonymous;-5;-20;-23;-18;-5;-1;-2;1;40684;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9645
anonymous;-7;5;-7;-6;0;10;-3;-13;40692;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9705
anonymous;3;-15;-25;5;-11;-1;0;8;40692;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9705
anonymous;7;5;31;82;23;-10;6;3;40701;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9785
anonymous;-13;-21;4;-22;-17;11;-5;-8;40701;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:53.9795
anonymous;-3;-2;-42;-28;4;-1;-2;-1;40735;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0084
anonymous;-3;16;2;-20;-23;-7;-5;-8;40735;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0084
anonymous;0;0;-21;-16;12;-19;-4;-2;40743;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0154
anonymous;-3;-11;0;16;27;-11;-1;-3;40743;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0154
anonymous;1;7;40;9;-18;3;4;4;40761;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0313
anonymous;1;-9;6;47;-9;7;1;-1;40761;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0313
anonymous;5;-14;-6;-31;-5;-4;1;5;40769;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0388
anonymous;-3;-12;-8;10;-6;-2;-4;-1;40769;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0388
anonymous;2;3;-6;-17;7;-13;0;-7;40785;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0533
anonymous;-1;-12;-5;4;-9;9;3;19;40785;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0533
anonymous;-3;-5;-4;-26;-10;-11;-3;-5;40794;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0613
anonymous;-6;1;-1;-14;24;-8;-6;-10;40794;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0613
anonymous;6;8;13;-3;-12;31;4;5;40811;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0762
anonymous;2;4;6;64;13;3;3;-6;40811;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0762
anonymous;2;-17;-13;-11;-17;16;1;13;40820;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0837
anonymous;-11;-21;-2;-18;22;-10;-6;-9;40820;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0837
anonymous;2;-7;-21;-18;-8;-8;5;3;40837;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0987
anonymous;-6;-12;3;29;-20;9;-2;-3;40837;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.0987
anonymous;-4;8;0;-17;6;-9;-2;-6;40854;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1136
anonymous;4;0;-16;8;6;-2;-4;-3;40854;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1136
anonymous;0;-5;8;-11;2;-5;1;7;40863;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1216
anonymous;-4;-13;5;14;-13;12;5;3;40863;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1216
anonymous;1;14;9;19;13;1;-1;-5;40880;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1366
anonymous;-1;8;41;-8;-5;3;0;-2;40880;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1366
anonymous;-2;-13;-22;-16;-1;-21;-4;-3;40888;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1435
anonymous;-2;-16;-14;-11;-26;3;-4;-6;40888;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1435
anonymous;2;4;17;22;10;-5;-3;-1;40905;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1585
anonymous;-8;-15;6;-3;-21;1;-4;-3;40905;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1585
anonymous;2;7;-11;-19;-5;-11;2;5;40922;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1735
anonymous;4;28;11;-27;-22;6;4;5;40922;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1745
anonymous;3;8;-40;21;9;-3;1;-4;40930;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1814
anonymous;-3;9;3;-11;-8;14;1;5;40930;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.1814
anonymous;-4;-11;-17;10;-16;-29;-7;-2;40955;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2034
anonymous;-3;25;8;-37;5;56;-1;-5;40955;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2034
anonymous;1;-5;19;8;-25;0;0;-6;40964;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2114
anonymous;-4;-17;-9;10;7;8;1;0;40964;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2114
anonymous;0;5;-27;-28;0;2;2;3;40974;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2263
anonymous;-1;-3;11;2;-16;23;2;2;40974;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2263
anonymous;-2;-11;-27;-4;-7;-3;-4;0;40990;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2408
anonymous;2;3;8;1;-11;-14;-1;0;40990;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2408
anonymous;-1;-1;24;43;14;-4;-1;-2;40998;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2488
anonymous;-3;-18;-34;-23;4;-10;-4;-10;40998;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2488
anonymous;4;-4;9;-19;-14;7;3;-4;41022;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2707
anonymous;-4;-4;13;11;14;-13;-6;2;41022;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2707
anonymous;-5;-10;-7;-30;-1;-16;-4;-5;41038;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2857
anonymous;0;-6;10;26;-39;43;1;-3;41038;pinche;a9c8a55a-b600-44fd-9047-5ff4219c39d4;2025-08-18 09:40:54.2867
